,Threshold,FP Rate,TP Rate,FAR,FRR,Accuracy
0,0.001,0.8103567270623174,0.8819111203838932,0.8103567270623174,0.11808887961610683,53.577719666078785
1,0.003,0.7999065831026958,0.8771124556645108,0.7999065831026958,0.12288754433548925,53.86029362809075
2,0.005,0.7793618371060281,0.8625078239098686,0.7793618371060281,0.13749217609013145,54.157299340192026
3,0.007,0.7571090955989487,0.8470686417692468,0.7571090955989487,0.15293135823075318,54.497977308514905
4,0.009,0.7292234546126336,0.8282912580847068,0.7292234546126336,0.17170874191529314,54.95339017360366
5,0.011,0.7039451210585389,0.8124348007510953,0.7039451210585389,0.18756519924890466,55.42448398462782
6,0.013,0.6797543275029105,0.7951178802420196,0.6797543275029105,0.20488211975798037,55.76817763695545
7,0.015,0.6499933771602657,0.770081368662633,0.6499933771602657,0.22991863133736698,56.00439957511836
8,0.017,0.6271620086027202,0.7525558105570623,0.6271620086027202,0.2474441894429376,56.26969009771711
9,0.019,0.6065126914523539,0.7377425412059253,0.6065126914523539,0.2622574587940747,56.56149248767857
10,0.021,0.5817084137950266,0.7175046943459211,0.5817084137950266,0.2824953056540789,56.78981402754473
11,0.023,0.558382075109974,0.6995618610473607,0.558382075109974,0.30043813895263927,57.05898929686934
12,0.025,0.5374190444985116,0.6828708533277696,0.5374190444985116,0.31712914667223036,57.2725904414629
13,0.027,0.5175714395265019,0.669100771959107,0.5175714395265019,0.33089922804089295,57.57646662163026
14,0.029,0.49485858494314816,0.6538702274149801,0.49485858494314816,0.3461297725850198,57.9505821235916
15,0.031,0.47863611329935934,0.6430210723972459,0.47863611329935934,0.356978927602754,58.219247954894335
16,0.033,0.45685045627880067,0.6248696015021907,0.45685045627880067,0.3751303984978093,58.4009572611695
17,0.035,0.4398820437386279,0.607552680993115,0.4398820437386279,0.39244731900688506,58.383531862724354
18,0.037,0.42444734145270246,0.5950344252034216,0.42444734145270246,0.40496557479657835,58.52935418753596
19,0.039,0.40793904198880393,0.5818902566242437,0.40793904198880393,0.4181097433757563,58.69756073177199
20,0.041,0.3911588575252888,0.5697892760275401,0.3911588575252888,0.43021072397245985,58.931520925112565
21,0.043,0.3729286197304853,0.5539328186939286,0.3729286197304853,0.44606718130607137,59.05020994817217
22,0.045,0.3552979232168875,0.5405800125182558,0.3552979232168875,0.45941998748174423,59.264104465068414
23,0.047,0.3418152158000042,0.5282703943250574,0.3418152158000042,0.4717296056749426,59.32275892625266
24,0.049,0.3280606233835042,0.5190903400792823,0.3280606233835042,0.4809096599207177,59.551485834788906
25,0.051,0.3154284280167035,0.5055288963071145,0.3154284280167035,0.49447110369288544,59.50502341452055
26,0.053,0.300077382653737,0.49509701648237014,0.300077382653737,0.5049029835176299,59.75098169143166
27,0.055,0.2880029001066626,0.4848737742541206,0.2880029001066626,0.5151262257458794,59.8435437073729
28,0.057,0.27452019268977923,0.4738159816398915,0.27452019268977923,0.5261840183601085,59.96478944750561
29,0.059,0.25874389130177144,0.4587940746922595,0.25874389130177144,0.5412059253077405,60.0025091695244
30,0.061,0.2504897415698222,0.44961402044648446,0.2504897415698222,0.5503859795535155,59.95621394383311
31,0.063,0.23882657222729586,0.4375130398497809,0.23882657222729586,0.562486960150219,59.93432338112426
32,0.065,0.22798602929386586,0.4291675359899854,0.22798602929386586,0.5708324640100146,60.059075334805975
33,0.067,0.21543051943977748,0.4160233674108074,0.21543051943977748,0.5839766325891925,60.029642398551495
34,0.069,0.2049734040699093,0.4070519507615272,0.2049734040699093,0.5929480492384728,60.103927334580895
35,0.071,0.19771616600322078,0.4005841852701857,0.19771616600322078,0.5994158147298143,60.14340096334825
36,0.073,0.1873636217870513,0.39036094304193614,0.1873636217870513,0.6096390569580639,60.14986606274424
37,0.075,0.1775757618008547,0.38326726476110995,0.1775757618008547,0.61673273523889,60.28457514801276
38,0.077,0.16718138912320574,0.3734612977258502,0.16718138912320574,0.6265387022741498,60.31399543013223
39,0.079,0.1598683797745446,0.3640726058835802,0.1598683797745446,0.6359273941164197,60.210211305451786
40,0.081,0.15369171029607578,0.3586480283747131,0.15369171029607578,0.6413519716252869,60.247815903931865
41,0.083,0.14834463863694985,0.35301481326935114,0.14834463863694985,0.6469851867306489,60.23350873162007
42,0.085,0.1394003192905893,0.3398706446901732,0.1394003192905893,0.6601293553098269,60.0235162699792
43,0.087,0.13152262571195528,0.33235969121635717,0.13152262571195528,0.6676403087836428,60.0418532752201
44,0.089,0.12573635520729487,0.32568328812852076,0.12573635520729487,0.6743167118714792,59.997346646061295
45,0.091,0.11892528739638741,0.3154600459002712,0.11892528739638741,0.6845399540997288,59.82673792519419
46,0.093,0.11552323919605698,0.31149593156686833,0.11552323919605698,0.6885040684331316,59.79863461854057
47,0.095,0.10998096805002684,0.3041936156895473,0.10998096805002684,0.6958063843104527,59.71063238197602
48,0.097,0.10300955780344806,0.29772585019820574,0.10300955780344806,0.7022741498017943,59.73581461973788
49,0.099,0.09916133934733658,0.29167535989985394,0.09916133934733658,0.7083246401001461,59.625701027625865
50,0.101,0.09335415461193645,0.28270394325057374,0.09335415461193645,0.7172960567494262,59.46748943193187
51,0.103,0.08945016487385234,0.2770707281452118,0.08945016487385234,0.7229292718547883,59.38102816356797
52,0.105,0.08592960269933005,0.27248070102232425,0.08592960269933005,0.7275192989776758,59.32755491614971
53,0.107,0.0809171587320399,0.2674733987064469,0.0809171587320399,0.7325266012935531,59.32781199872036
54,0.109,0.07694345489149,0.2618401836010849,0.07694345489149,0.738159816398915,59.24483643547975
55,0.111,0.07531214489379057,0.2582933444606718,0.07531214489379057,0.7417066555393282,59.14905997834406
56,0.113,0.06828496336523915,0.24702691424994785,0.06828496336523915,0.7529730857500522,58.937097544235435
57,0.115,0.06522451426699107,0.24368871270602963,0.06522451426699107,0.7563112872939703,58.92320992195193
58,0.117,0.06304943427005849,0.23993323596912164,0.06304943427005849,0.7600667640308784,58.844190084953155
59,0.119,0.06036544132512566,0.2332568328812852,0.06036544132512566,0.7667431671187148,58.64456957780798
60,0.121,0.05750019171378178,0.22845816816190279,0.05750019171378178,0.7715418318380972,58.547898822406054
61,0.123,0.055889795946822085,0.22532860421447945,0.055889795946822085,0.7746713957855206,58.47194041338287
62,0.125,0.049357584545777766,0.21593991237220947,0.049357584545777766,0.7840600876277906,58.329116391321584
63,0.127,0.048374615701010155,0.21427081160025035,0.048374615701010155,0.7857291883997496,58.29480979496201
64,0.129,0.04640867801147494,0.21051533486334237,0.04640867801147494,0.7894846651366576,58.20533284259337
